InstrumentCode,ISIN,InstrumentLongName,HoldingNominal,AssetMarketValue,Weight (%) Pre,Weight (%) Post,Maturity,Companion,Spread,MTM,Yield,Mod Duration,Term,Type,Issuer Type,Issuer,Exposure,Level of Subordination,Subordination,Quality,Liquidity,Interest Rate Score,Spread over Jibar,Instrument Score,Risk,Risk Duration,Reference,Level 1,Level 2,Level 3,Level 4,Level 1 Max,Level 2 Max,Level 3 Max,Level 4 Max,GIR,Infrastructure
SSN011,,Standard Bank 3.63% 31012025,25000000,42732022.5,0.013670409,0.013670409,2025/01/31,I2025,150,5.905,11.805,1.135968216,1.197260274,Bank Senior Debt - ILBs,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Senior Unsecured,0.6,-0.260344705,2.620447875,-7.354660018,316.8,125.6356519,1,1.135968216,I2025,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,,No
SSN044,,Standard Bank F/R 09022027,2000000,1992178.203,0.000637318,0.000637318,2027/02/09,JIBAR,230,,10.937,0.219178082,3.221917808,Bank Senior Debt - Floating,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Senior Unsecured,0.6,-0.260344705,2.620447875,1.280701754,230,129.9533328,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,,No
SSN062,,Standard Bank 2% 31012025,8190235.34,14094495.73,0.004508973,0.004508973,2025/01/31,I2025,90.5,5.31,11.21,1.13933,1.197260274,Bank Senior Debt - ILBs,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Senior Unsecured,0.6,-0.260344705,2.620447875,-7.177205196,257.3,125.7243794,1,1.13933,I2025,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,,No
26FR0004,ZAM000506039,Standard Bank F/R 24042025,5000000,5038633.56,0.00161191,0.00161191,2025/04/24,JIBAR,137.5,0,10.012,0.125,1.424657534,Money Market,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Money Market,0.5,-0.260344705,2.620447875,1.142857143,137.5,128.8844105,0,0,JIBAR,1,1.1,,,0.00161191,0.00161191,0,0,,No
SZ25,,SA National Roads Agency 9.00% 300925                    ,5000000,5049486,0.001615382,0.001615382,2025/09/30,R186,49,9.205,9.205,1.648095857,1.860273973,SOE,SOE,SANRAL,SANRAL,Government-Guaranteed,0.3,0.491754332,1.51220438,-1.542981627,56.8,-239.4255924,1,1.648095857,R186,2.Gov,2.1,2.1 (a),,0.001615382,0.001615382,0.001615382,0,,Yes
TH16A2,ZAG000161670,Thekwini FundF/R 21082024,12858660,12887528.7,0.004122852,0.004122852,2024/08/21,JIBAR,115,,9.787,0.252054795,0.750684932,Securitization,Corporate,THEKWINI,THEKWINI,Senior Secured,0.9,0,-0.080677079,1.336996337,115,29.8203773,0,0,JIBAR,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.004601455,0.004601455,0.004601455,0.004601455,2.1(e)(i),Yes
TH16A8,,Thekwini Fund F/R 21082024,790000,792447.9601,0.000253512,0.000253512,2024/08/21,JIBAR,105,,9.687,0.252054795,0.750684932,Securitization,Corporate,THEKWINI,THEKWINI,Senior Secured,0.9,0,-0.080677079,1.336996337,105,29.8203773,0,0,JIBAR,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.004601455,0.004601455,0.004601455,0.004601455,,Yes
T17A21,,Thekwini Fund 14 (RF) Limited F/R 21022026,700000,703606.506,0.000225091,0.000225091,2026/02/21,JIBAR,120,,9.837,0.252054795,2.254794521,Securitization,Corporate,THEKWINI,THEKWINI,Senior Secured,0.9,0,-0.080677079,1.336996337,120,29.8203773,0,0,JIBAR,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.004601455,0.004601455,0.004601455,0.004601455,,Yes
TL26,ZAG000148487,Telkom SA Limited F/R 25112024,500000,502192.5013,0.000160656,0.000160656,2024/11/25,JIBAR,145,,10.087,0.010958904,1.01369863,Corporate Senior Debt,Corporate,TELKOM,TELKOM,Corp Senior Unsecured,1,0.029491027,-0.280189856,1.011080332,145,17.90703373,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004419526,0.004419526,0.004419526,0.004419526,2.1(d)(i),Yes
TL30,,Telkom SA F/R 10062024,11000000,11261364.11,0.003602625,0.003602625,2024/06/10,JIBAR,72,,9.357,0.052054795,0.553424658,Corporate Senior Debt,Corporate,TELKOM,TELKOM,Corp Senior Unsecured,1,0.029491027,-0.280189856,1.054913295,72,17.92895022,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004419526,0.004419526,0.004419526,0.004419526,2.1(d)(i),Yes
TL31,,Telkom SA Limited F/R 10062026,2000000,2051338.639,0.000656244,0.000656244,2026/06/10,JIBAR,143,,10.067,0.052054795,2.553424658,Corporate Senior Debt,Corporate,TELKOM,TELKOM,Corp Senior Unsecured,1,0.029491027,-0.280189856,1.054913295,143,17.92895022,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004419526,0.004419526,0.004419526,0.004419526,,Yes
TC001,TC001,Transcapital Investments Ltd 7.057% 20250215,14000000,13706445.19,0.004384831,0.004384831,2025/02/15,JIBAR,500,,13.637,0.235616438,1.238356164,Corporate Senior Debt,Corporate,TRANSACTION CAPITAL,TRANSACTION CAPITAL,Corp Senior Unsecured,1,-0.329010403,0,1.308243728,500,194.5044315,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004384831,0.004384831,0.004384831,0.004384831,,No
TN25,ZAG000079344,Transnet 9.5% 190825,21770000,22100348.87,0.007070127,0.007070127,2025/08/19,R186,140,10.115,10.115,1.526428749,1.745205479,SOE,SOE,TRANSNET SOC LTD,TRANSNET SOC LTD,Corp Senior Unsecured,1,-0.659368945,2.645933421,-1.899592304,147.8,331.6204504,1,1.526428749,R186,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.013252353,0.013252353,0.013252353,0.013252353,2.1(d)(i),Yes
TN27,,Transnet 8.90% 141127,10000000,9288774,0.002971573,0.002971573,2027/11/14,R186,253,11.245,11.245,3.218159069,3.983561644,SOE,SOE,TRANSNET SOC LTD,TRANSNET SOC LTD,Corp Senior Unsecured,1,-0.659368945,2.645933421,-0.450824296,260.8,332.3448344,1,3.218159069,R186,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.013252353,0.013252353,0.013252353,0.013252353,2.1(d)(i),Yes
TNF25,,Transnet F/R 14022025,10000000,10036107.33,0.003210653,0.003210653,2025/02/14,JIBAR,239,,11.027,0.232876712,1.235616438,SOE,SOE,TRANSNET SOC LTD,TRANSNET SOC LTD,Corp Senior Unsecured,1,-0.659368945,2.645933421,1.303571429,239,333.2220323,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.013252353,0.013252353,0.013252353,0.013252353,2.1(d)(i),Yes
26FR0032,,Northchester F/R 09062028,35000000,35796250.96,0.011451585,0.011451585,2028/06/09,JIBAR,260,0,11.237,0.125,4.553424658,Credit Investment Notes,Corporate,NORTHCHESTER (RF) LTD,NORTHCHESTER (RF) LTD,Credit Investment Notes,1.1,-1,-0.455397734,1.142857143,260,535.4705143,1,0.125,JIBAR,2.Oth,3.1,2.1 (e),2.1 (e) (ii),0.011451585,0.011451585,0.011451585,0.011451585,2.1(e)(ii),No
SC08CU,,SouthChester F/R 30062022,50000000,50251712.3,0.016076035,0.016076035,2023/11/21,0,0,8.75,8.75,0,0,Credit Investment Notes,Corporate,SOUTHCHESTER (RF) LTD,SOUTHCHESTER (RF) LTD,Credit Investment Notes,1.1,-1,-0.455397734,1,11.3,535.3990857,0,0,OVERNIGHT,2.Oth,2.1,2.1 (e),2.1 (e) (ii),0.016076035,0.016076035,0.016076035,0.016076035,2.1(d)(ii),No
NICMM,,Nedgroup Inv Corporate Money Market Fund C,65004439.89,65266218.12,0.020879328,0.020879328,2023/11/21,JIBAR,82.3,0,9.46,0,0,Money Market CIS,CIS,NEDGROUP INVESTMENTS,NEDGROUP INVESTMENTS,Money Market CIS,0.5,-1,2,1,82.3,504.8451083,0,0,JIBAR,2.Gov,2.1,2.1 (c),2.1 (c) (i),0.020879328,0.020879328,0.020879328,0.020879328,,No
AIRN1U,,Ashburton F/R 311230,389056.2,366256.93,0.000117169,0.000117169,2025/03/31,JIBAR,426,,12.62,0.125,1.35890411,Credit Investment Notes,Bank,ASHBURTON,NAMPAK,Credit Investment Notes,1.1,0,0,1.142857143,398.3,30.91653691,0,0,JIBAR,2.Oth,1.1,2.1 (e),2.1 (e) (ii),0.032565102,0.000117169,0.032565102,0.032565102,2.1(e)(ii),No
AHY2U,ZAG000135849,Ashburton High Yield 2 CIN,82508758.8,83427312.31,0.026689247,0.026689247,2025/02/27,JIBAR,310,0,11.737,0.125,1.271232877,Credit Investment Notes,Bank,ASHBURTON,ASHBURTON,Credit Investment Notes,1.1,-1,-0.455397734,1.142857143,310,535.4705143,0,0,JIBAR,2.Oth,2.1,2.1 (e),2.1 (e) (ii),0.032565102,0.032447933,0.032565102,0.032565102,2.1(e)(ii),No
AIG2U,AIG2U,Ashburton Investment Grade Fund 2 CIN,17691632.38,18000945.8,0.005758686,0.005758686,2030/12/31,JIBAR,180,0,10.437,0.125,7.115068493,Credit Investment Notes,Bank,ASHBURTON,ASHBURTON,Credit Investment Notes,1.1,-1,-0.455397734,1.142857143,180,535.4705143,0,0,JIBAR,2.Oth,2.1,2.1 (e),2.1 (e) (ii),0.032565102,0.032447933,0.032565102,0.032565102,2.1(e)(ii),No
26NC0053,,INT NCD 9.025% 061124,60000000,60219597.86,0.019264863,0.019264863,2024/11/06,,,9.025,9.025,0.896845624,0.961643836,Money Market,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Money Market,0.5,-0.333447483,0.398902376,9.694208227,38.8,191.9269302,2,0,FIXED,1,1.1,,,0.076733758,0.076733758,0,0,,No
MERC26CL,,Mercantile Bank - Current Account,629065.3,629065.3,0.000201244,0.000201244,2023/11/21,0,0,8.5,8.5,0,0,Call Account,Bank,MERCANTILE BANK,MERCANTILE BANK,Money Market,0.5,0.855236602,-0.455397734,1,-13.7,-398.2192153,0,0,OVERNIGHT,1,1.1,,,0.000201244,0.000201244,0,0,,No
INVCCM,,Investec Call Deposit,76210753.84,76210753.84,0.024380597,0.024380597,2023/11/21,0,0,8.05,8.05,0,0,Call Account,Bank,INVESTEC BANK LTD,INVESTEC BANK LTD,Money Market,0.5,-0.333447483,0.398902376,1,-58.7,187.5798261,0,0,OVERNIGHT,1,1.1,,,0.076733758,0.076733758,0,0,,No
26RMBCAL,,RMB Call Acc - Current Accounts,55500000,55500000,0.017755015,0.017755015,2023/11/21,0,0,7.75,7.75,0,0,Call Account,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Money Market,0.5,-0.107833692,2.460589047,1,-88.7,54.1560639,0,0,OVERNIGHT,1,1.1,,,0.041754544,0.041754544,0,0,,No
ZAR - 140000,CSH-ANALYTICS-CASHDIZAR,ZAR Unsettled Cash,5400574.35,5400574.35,0.001727699,0.001727699,2023/11/21,0,0,7,7,0,0,Call Account,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Money Market,0.5,-0.107833692,2.460589047,1,-163.7,54.1560639,0,0,0,1,1.1,,,0.041754544,0.041754544,0,0,,No
ZAR - 100000,FNB00167,ZAR Settled Cash,28963360.7,28963360.7,0.009265674,0.009265674,2023/11/21,0,0,7,7,0,0,Call Account,Bank,FIRSTRAND BANK LTD,FIRSTRAND BANK LTD,Money Market,0.5,-0.107833692,2.460589047,1,-163.7,54.1560639,0,0,0,1,1.1,,,0.041754544,0.041754544,0,0,,No
